,Latitude,Longitude,price
60,37.75309746814996,-122.41996790277354,115.0
61,37.7578040498004,-122.42144344598648,95.0
62,37.749702347860264,-122.40663746861225,90.0
63,37.76645744817737,-122.42535429433488,95.0
64,37.750897616344716,-122.4148136404558,350.0
65,37.75110864696127,-122.41873225693658,130.0
66,37.75526257806803,-122.42496642217908,4000.0
67,37.75691788872127,-122.41116436354287,349.0
68,37.76096715422161,-122.42313045777621,115.0
69,37.758493711341174,-122.41579986838197,170.0
70,37.7482540379814,-122.41768159134365,115.0
71,37.75267808399354,-122.4075329340006,133.0
72,37.76455720635689,-122.4239801424316,232.0
73,37.75158800248462,-122.41876952844464,100.0
74,37.756184176195006,-122.42144703721623,200.0
75,37.756988702134436,-122.40856377104949,450.0
76,37.763135870588805,-122.40796537118396,80.0
77,37.74907405042183,-122.4124016369946,99.0
78,37.750835474194346,-122.42341140070398,145.0
79,37.75857822017914,-122.4222351116977,215.0
80,37.7591334594544,-122.41967552985781,185.0
81,37.75746793053055,-122.41259473911285,350.0
82,37.761718866629494,-122.42348307335551,175.0
83,37.76867194338203,-122.41785764787078,165.0
84,37.7637954837298,-122.42544795181182,149.0
85,37.77017333437953,-122.42157158108384,240.0
86,37.760252514271706,-122.4166306601792,206.0
87,37.75104087180397,-122.41866580669888,575.0
88,37.767645281454286,-122.4239504898658,120.0
89,37.751226944487776,-122.4183757591578,74.0
90,37.76667537769789,-122.41703248608896,105.0
91,37.76054445686175,-122.42167598287213,59.0
92,37.75110161115565,-122.4241432414099,150.0
93,37.76045876082791,-122.41904380864376,149.0
94,37.75311614759037,-122.4086314854194,100.0
95,37.75731078288042,-122.40953726667053,75.0
96,37.75174323831567,-122.41625259341328,299.0
97,37.76777714069825,-122.42433816649047,68.0
98,37.76121341212853,-122.40869073281905,99.0
99,37.752971768051346,-122.4128058427703,211.0
100,37.75833812822355,-122.42291278321207,125.0
101,37.760403286551565,-122.41550097420762,85.0
102,37.757539546279,-122.41061280697222,97.0
103,37.7527174181433,-122.4093400525747,117.0
104,37.760593626586015,-122.41855322010663,500.0
105,37.74851143557928,-122.41723306373365,65.0
106,37.75842277948365,-122.41195979162421,318.0
107,37.75996482415702,-122.41793937294557,150.0
108,37.764031929422806,-122.42482252301028,75.0
109,37.7496466322602,-122.41755255353752,100.0
110,37.76945630705847,-122.42270333001511,285.0
111,37.768299502922204,-122.42534313427879,375.0
112,37.76447219656424,-122.41847796330207,89.0
113,37.76896905583711,-122.41087555219188,150.0
114,37.759401801408245,-122.41813435362019,125.0
115,37.75991582043104,-122.41912832515557,127.0
116,37.75446375931464,-122.42247582480317,75.0
117,37.749845572806066,-122.42394280913163,1500.0
118,37.76144060062031,-122.42130178716856,139.0
119,37.75327878626662,-122.41181023301824,69.0
120,37.75017197320948,-122.41734003781868,65.0
121,37.74936883470219,-122.42236639874248,110.0
122,37.76600670399875,-122.41833053687171,148.0
123,37.7486691834411,-122.42139350770174,165.0
124,37.76864954273474,-122.42456995952374,189.0
125,37.76601194276534,-122.42296852430363,150.0
126,37.75845745886824,-122.40866539981121,250.0
127,37.75792199649735,-122.41411823271535,250.0
128,37.75877364576977,-122.41081450478161,120.0
129,37.749791055472066,-122.408765535643,99.0
130,37.765730172796715,-122.42099756983772,158.0
131,37.760580015169914,-122.42540661068968,100.0
132,37.767305597237254,-122.42542005611267,125.0
133,37.75884750591211,-122.40594517990174,80.0
134,37.768454187969304,-122.42161720849201,69.0
135,37.756969622392965,-122.40764870587266,85.0
136,37.74847016930762,-122.41723796017244,200.0
137,37.75597989143414,-122.41525210098827,115.0
138,37.770379436464246,-122.42225238756077,95.0
139,37.76725835246395,-122.422394766065,194.0
140,37.76006537657266,-122.41865641971225,215.0
141,37.75454376668443,-122.4111000501522,155.0
142,37.754691243960124,-122.42265319176533,800.0
143,37.752395887585685,-122.41294070334781,45.0
144,37.76745760078517,-122.42323618841762,120.0
145,37.75796428693321,-122.4197255026003,150.0
146,37.754953916712886,-122.41683090864036,110.0
147,37.76400671440146,-122.41752819907026,400.0
148,37.74991627625699,-122.40821731786096,135.0
149,37.752435168281046,-122.41520276856102,100.0
150,37.75219563996593,-122.41700613208887,100.0
151,37.75465228839647,-122.41017577137434,200.0
152,37.75767012192128,-122.41740785268004,70.0
153,37.757423130842746,-122.42364935415071,145.0
154,37.76374504788257,-122.41249756662354,180.0
155,37.757505083804006,-122.4235015477084,200.0
156,37.76173049475885,-122.42565789801458,1750.0
157,37.75522798161711,-122.41791706217411,450.0
158,37.758863120790544,-122.42311600844863,300.0
159,37.75631936972899,-122.4047789531847,150.0
160,37.74852106249374,-122.4212581389498,126.0
161,37.75574132794264,-122.41155886684766,100.0
162,37.76012321138089,-122.42501966802364,99.0
163,37.753004348441664,-122.40394296637496,85.0
164,37.7529874422779,-122.42424769734492,150.0
165,37.770028878054724,-122.42371336582814,255.0
166,37.75112586456496,-122.42306469440854,150.0
167,37.754981914044706,-122.41936094361839,65.0
168,37.759926826396594,-122.40821104682553,300.0
169,37.74905920738383,-122.41826659640104,700.0
170,37.76908890362389,-122.42398268582609,34.0
171,37.756951809913225,-122.41165157973926,240.0
172,37.75300726990606,-122.4040496024233,175.0
173,37.75646677903363,-122.41643910233668,275.0
174,37.75349384059353,-122.41958551663696,600.0
175,37.75317765807936,-122.42449416779769,42.0
176,37.760528705878585,-122.40904365087789,225.0
177,37.76108383346007,-122.42557097957861,149.0
178,37.768486908728065,-122.42066382229466,125.0
179,37.749812069563404,-122.41509524867415,50.0
180,37.75769931855369,-122.42005527100872,115.0
181,37.75781911137071,-122.41081244540335,165.0
182,37.756034877665634,-122.41120368565832,500.0
183,37.76673598081082,-122.4240911176264,120.0
184,37.74947188254905,-122.41856115186862,300.0
185,37.74923177659816,-122.41904656913522,80.0
186,37.76117255823007,-122.41909389281682,108.0
187,37.757234102709155,-122.41503854074547,650.0
188,37.768734860697734,-122.42457308804657,100.0
189,37.76952226731759,-122.42289338227427,250.0
190,37.751236629674196,-122.41046285934551,550.0
191,37.75862867507109,-122.41178925636146,126.0
192,37.76485673163222,-122.42510068286903,341.0
193,37.74961855093617,-122.42093823633067,75.0
194,37.76867916719865,-122.42253948801806,275.0
195,37.76740115470452,-122.42246609212785,95.0
196,37.75186530509774,-122.41946017901486,140.0
197,37.76097556330237,-122.4215807919612,199.0
198,37.761516301576506,-122.40821266359491,120.0
199,37.76215982326796,-122.42062296219896,200.0
200,37.75040546109643,-122.41107867237304,250.0
201,37.75783385768747,-122.41308739688182,33.0
202,37.75908235654047,-122.41819502312534,120.0
203,37.75958898534999,-122.42185461263463,250.0
204,37.75322970474086,-122.42489933162977,300.0
205,37.75121152001862,-122.40776313024995,151.0
206,37.762778590134644,-122.42400509037954,119.0
207,37.75010350085587,-122.41498101609444,76.0
208,37.75136487928179,-122.40896845485516,100.0
209,37.76070043662109,-122.40762217282294,98.0
210,37.75374292545422,-122.4034303226368,65.0
211,37.764437521337875,-122.40742893079653,175.0
212,37.76724431964386,-122.42128917828595,79.0
213,37.76151096088485,-122.42204535746811,80.0
214,37.764904772807625,-122.42390363351744,75.0
215,37.750234632301286,-122.41497206703845,52.0
216,37.75874294929672,-122.4132720164374,250.0
217,37.76159909960312,-122.4216489393893,1000.0
218,37.76539393740079,-122.41839930864627,95.0
219,37.771424555259145,-122.42345052695032,1000.0
220,37.759670326525196,-122.41478646501461,325.0
221,37.76207428943355,-122.40632940935352,650.0
222,37.757567277655575,-122.41939471332492,65.0
223,37.768474040775665,-122.42515839691657,125.0
224,37.759758475950484,-122.40711049519054,325.0
225,37.75986511457409,-122.41754003822213,75.0
226,37.758625224339994,-122.41963866410184,78.0
227,37.771090032285095,-122.42401907230746,399.0
228,37.75708418495995,-122.40801189526155,207.0
229,37.761502303157016,-122.42116837977615,320.0
230,37.76456492966766,-122.41383226651595,101.0
231,37.763175524266984,-122.40707757022565,99.0
232,37.75570083028499,-122.42323137746543,300.0
233,37.7487177962846,-122.41990958756894,202.0
234,37.75608405515506,-122.42259608578517,71.0
235,37.76174178747506,-122.41753308078826,107.0
236,37.755237376993485,-122.42190860484286,196.0
237,37.76239584404244,-122.40656157705827,70.0
238,37.758138932606506,-122.41437562496515,170.0
239,37.75753407909977,-122.41045497605684,225.0
240,37.76667130367416,-122.42395933277744,225.0
241,37.76602127962722,-122.4165000530868,99.0
242,37.75503446313996,-122.41906920764339,65.0
243,37.7623100990099,-122.4197122091525,300.0
244,37.749461512033335,-122.40916943727592,255.0
245,37.76299791744532,-122.42170494519716,95.0
246,37.7524963525812,-122.40993891241412,75.0
247,37.76450813414044,-122.41648420019236,90.0
248,37.75420873576244,-122.41771428229758,105.0
249,37.76720776356509,-122.41712040361807,50.0
250,37.751719991111116,-122.4138624860564,463.0
251,37.75559219249961,-122.42278628242437,195.0
252,37.75228980705076,-122.41593394221158,200.0
253,37.760285957788895,-122.42341493149559,138.0
254,37.76649136471052,-122.40658459537711,120.0
255,37.76560849795132,-122.42005941864043,239.0
256,37.751350093828876,-122.4235024289106,140.0
257,37.753157465248776,-122.40511282792562,195.0
258,37.75043560856776,-122.4131849519785,160.0
259,37.76635222575075,-122.4211437344643,129.0
260,37.756582652691826,-122.4169821880628,260.0
261,37.76766368465222,-122.42467901939013,200.0
262,37.75701828221618,-122.42129522185232,140.0
263,37.75924925474386,-122.42305805439833,300.0
264,37.76264178666876,-122.41994211702279,168.0
265,37.76235785389232,-122.42384588845323,575.0
266,37.76164833895637,-122.420555288912,350.0
267,37.765635159767044,-122.41746025345114,135.0
268,37.75162533739623,-122.41772490832425,100.0
269,37.76249148791412,-122.42025182329161,97.0
270,37.7674690639484,-122.42412865284471,139.0
271,37.766547588693896,-122.42251789832873,110.0
272,37.76933455366726,-122.42264932883202,300.0
273,37.755220085434864,-122.41540762135911,120.0
274,37.74880339104937,-122.42103508133464,220.0
275,37.76742485102973,-122.42374298981451,110.0
276,37.75347337119139,-122.41939566210621,295.0
277,37.756868701567335,-122.41460319379993,55.0
278,37.753660291737646,-122.42280861264373,219.0
279,37.75945120576592,-122.4233563751818,325.0
280,37.7611278044374,-122.42217641729789,190.0
281,37.761303816101034,-122.40876759136621,75.0
282,37.75072511128996,-122.41492748700469,109.0
283,37.765145973080585,-122.41607577870909,99.0
284,37.75029024841969,-122.42157138270312,160.0
285,37.75446574251453,-122.42099526402642,100.0
286,37.75206556948697,-122.4220244795324,49.0
287,37.76346934129256,-122.42370305046414,1200.0
288,37.74994293336212,-122.41721641934073,189.0
289,37.76521164953973,-122.41652932847575,105.0
290,37.75015862067317,-122.41289765734194,195.0
291,37.75742588666774,-122.40853919412247,190.0
292,37.76051646336255,-122.40963620402418,350.0
293,37.767288148834545,-122.4156190955411,65.0
294,37.75675450093293,-122.40921424128935,100.0
295,37.768914772519516,-122.4179893862921,95.0
296,37.75912096194428,-122.42436751947075,200.0
297,37.765574735167185,-122.42623897889145,125.0
298,37.769987708379006,-122.42268058364635,245.0
299,37.75284831218589,-122.42151443986843,139.0
300,37.762222420276174,-122.40783753739443,189.0
301,37.756490467975595,-122.42550636035698,250.0
302,37.76200237996656,-122.42051667851375,185.0
303,37.75527729714649,-122.41047741520565,375.0
304,37.7699268870474,-122.42287831262875,118.0
305,37.76094673871102,-122.42098332489212,130.0
306,37.76010961159043,-122.41852620133582,327.0
307,37.74874493352542,-122.41824907236744,80.0
308,37.7541228555042,-122.4062341473382,175.0
309,37.753049668501326,-122.41175316400388,70.0
310,37.75548250845201,-122.42522027351644,61.0
311,37.76760457528433,-122.41890630097203,99.0
312,37.760666235125164,-122.42463740385907,250.0
313,37.755145377345315,-122.41966438314915,135.0
314,37.77012629500256,-122.42160670197767,175.0
315,37.765130144372854,-122.42416442916488,85.0
316,37.77082415029127,-122.42283354597257,325.0
317,37.75570344029274,-122.4115061365269,250.0
318,37.75356104218036,-122.41078653674926,275.0
319,37.76830527739556,-122.42074098466233,70.0
320,37.7527988198283,-122.41668920472407,75.0
321,37.749943080681696,-122.41643555601674,250.0
322,37.751140425960045,-122.40785876531595,240.0
323,37.76098575068275,-122.4218298319614,195.0
324,37.75717106670534,-122.40981302661645,60.0
325,37.75610669111234,-122.41866188454807,290.0
326,37.7651065053385,-122.40646933053105,66.0
327,37.75368075937715,-122.42050519986779,249.0
328,37.751920245586064,-122.4136513327164,140.0
329,37.751768012641584,-122.41543440240615,160.0
330,37.75762488503674,-122.41932566984038,99.0
331,37.757765876877755,-122.41951266674283,60.0
332,37.756284931414335,-122.42349229060628,150.0
333,37.75629055903744,-122.42517753276407,450.0
334,37.76789361669546,-122.42001061198633,300.0
335,37.75815048750417,-122.42092713619466,175.0
336,37.75870507923207,-122.4092541301901,800.0
337,37.753627639297605,-122.42404287410625,199.0
338,37.753155502031,-122.42124984062488,950.0
339,37.75195465000581,-122.42366604699406,195.0
340,37.75277277480702,-122.41506023773769,120.0
341,37.750826598373834,-122.41072578293809,95.0
342,37.7684512445879,-122.42227897176127,129.0
343,37.76312153757243,-122.42589547850595,200.0
344,37.753979230755895,-122.4120545832078,55.0
345,37.75098929845394,-122.41239119304275,180.0
346,37.75125908201461,-122.41959003830422,182.0
347,37.75442494936478,-122.42252676192696,450.0
348,37.75392028497152,-122.42502166751389,232.0
349,37.76715056250584,-122.41756192514852,189.0
350,37.757256065970736,-122.41253687428903,110.0
351,37.75678598107553,-122.41171160920233,225.0
352,37.762587434471946,-122.42463652839972,425.0
353,37.76181574385645,-122.42143264451693,199.0
354,37.75857146436507,-122.40903473381142,115.0
355,37.76506037944285,-122.42521171995713,45.0
356,37.75465205918781,-122.41087477021095,99.0
357,37.74901876936614,-122.42484654374522,120.0
358,37.76653829941226,-122.42392992349946,224.0
359,37.76022472354978,-122.420497236669,155.0
360,37.768071640861166,-122.42459504369837,650.0
361,37.765126588286336,-122.41040021510284,100.0
362,37.758297390629465,-122.4194750237931,220.0
363,37.75870532596402,-122.41659461990992,375.0
364,37.75797189009472,-122.40960183123221,245.0
365,37.76282267981034,-122.41862760548813,350.0
366,37.759237899854746,-122.4245943301963,95.0
367,37.759517253050696,-122.42191818772093,1500.0
368,37.757732110264406,-122.41043046938202,115.0
369,37.75653660565025,-122.41927504448678,89.0
370,37.76258853204935,-122.41747642643882,170.0
371,37.760553155790845,-122.42086764774508,190.0
372,37.75752396507748,-122.41468373143317,300.0
373,37.758616522123056,-122.42382902144617,450.0
374,37.769343554406746,-122.42282420756122,199.0
375,37.74911936141839,-122.42239027410527,110.0
376,37.752823806040645,-122.4130389249064,165.0
377,37.758527554124036,-122.42387059283972,100.0
378,37.76431324549233,-122.41569469279437,190.0
379,37.754719879997104,-122.41033973901338,350.0
380,37.75667816226494,-122.41470328694164,33.0
381,37.75557545386986,-122.42474067635095,780.0
382,37.756598485124236,-122.41417895307987,305.0
383,37.75295528711822,-122.40384291954271,95.0
384,37.76907821184396,-122.42031988076656,89.0
385,37.76727839795632,-122.42230734538389,109.0
386,37.758525935232775,-122.4133371000983,55.0
387,37.76718070229809,-122.42043018722515,135.0
388,37.755736740321346,-122.41080471662558,360.0
389,37.753398776913556,-122.41734866828752,150.0
390,37.759397504194034,-122.41772662993675,100.0
391,37.76234149956661,-122.415249513033,400.0
392,37.76082204021834,-122.41916465315148,24.0
393,37.75065032945569,-122.41983820914385,225.0
394,37.76022146167726,-122.42550796350488,140.0
395,37.76662828037855,-122.41781545929999,128.0
396,37.761181524663826,-122.41911105773256,150.0
397,37.75080903850542,-122.41637470630225,599.0
398,37.769997870837344,-122.41984144550959,180.0
399,37.75122573413368,-122.4236678765009,210.0
400,37.755248953596464,-122.40991375310318,315.0
401,37.75442004727691,-122.40992313580321,89.0
402,37.75192598220661,-122.42177909166213,60.0
403,37.75905881679084,-122.42185467012827,200.0
404,37.76134647693079,-122.42076221283736,115.0
405,37.75111377644909,-122.41335638971502,175.0
406,37.766687446226335,-122.42112643744838,206.0
407,37.7612032746148,-122.40734642384388,449.0
408,37.758697484072265,-122.41107832915002,272.0
409,37.761456522481645,-122.42042639162418,150.0
410,37.760996170707834,-122.42179910993491,245.0
411,37.759139953250795,-122.41000020536359,89.0
412,37.770058551870584,-122.42314238550338,75.0
413,37.75917543574546,-122.4082492739801,58.0
414,37.76764591584093,-122.4196852122399,200.0
415,37.76622616965456,-122.4193957902671,120.0
416,37.75604802631877,-122.41537849298174,45.0
417,37.76221382842841,-122.42032216865074,125.0
418,37.7500619605696,-122.40791395707457,85.0
419,37.76670375556506,-122.41826128984098,60.0
420,37.75675318587342,-122.42466552511975,90.0
421,37.76346478503538,-122.4250033288817,145.0
422,37.75893796452685,-122.4190149822485,170.0
423,37.75808117802255,-122.4223411533563,275.0
424,37.75432764973515,-122.41017737086128,190.0
425,37.756526602191336,-122.40921797580076,65.0
426,37.75598698145347,-122.42219841089101,225.0
427,37.7605691497167,-122.42405098154077,195.0
428,37.749935228688365,-122.4145209191014,119.0
429,37.75546754786142,-122.4077818015819,399.0
430,37.765886693463806,-122.4159867353876,95.0
431,37.75971732259425,-122.42164246233753,210.0
432,37.76392904510013,-122.41886554778482,400.0
433,37.76034674405164,-122.4194064366309,110.0
434,37.75765003592328,-122.41353928031904,69.0
435,37.75446164519035,-122.42402449916555,85.0
436,37.749967732952086,-122.41886828993267,230.0
437,37.7599350828015,-122.42055750674825,85.0
438,37.74970937791028,-122.42061539314342,120.0
439,37.76753420880434,-122.42187693817117,89.0
440,37.7692622453316,-122.42399339319525,200.0
441,37.762000757136136,-122.42228522173423,60.0
442,37.7514542830866,-122.41901477180411,80.0
443,37.76438702774684,-122.41106445088217,175.0
444,37.76082631245302,-122.42010347472808,250.0
445,37.76229235976905,-122.42093992478267,125.0
446,37.76255532095374,-122.42168064494574,129.0
447,37.76895856180531,-122.42471859196075,289.0
448,37.75338651655728,-122.4220807973017,180.0
449,37.75109863408815,-122.42150297674644,300.0
450,37.761403151208114,-122.41688702358822,200.0
451,37.756967021973516,-122.4201920005018,135.0
452,37.76605142674699,-122.4206618627593,80.0
453,37.76172136525029,-122.42303520376518,90.0
454,37.75740036808315,-122.42088977973076,100.0
455,37.75498966121766,-122.40734030149414,79.0
456,37.76455295792342,-122.40795090960674,95.0
457,37.7559364459085,-122.40974828488604,499.0
458,37.751175059905805,-122.41217203340213,185.0
459,37.75818211162471,-122.40719742321174,575.0
460,37.755844838934685,-122.40876945302814,165.0
461,37.76789205902194,-122.41753311906785,1500.0
462,37.76015981730773,-122.42264663945659,285.0
463,37.765107099805064,-122.4220662711387,214.0
464,37.762015028332975,-122.41863180177936,150.0
465,37.75673561044919,-122.411087685086,295.0
466,37.76191228684326,-122.42344706491491,202.0
467,37.75413193213541,-122.40907663357939,70.0
468,37.753950246309614,-122.41504555123248,95.0
469,37.75183431958604,-122.418242629318,140.0
470,37.75931575467627,-122.42120848998827,220.0
471,37.75002251647979,-122.4143010448279,690.0
472,37.74976068053469,-122.41012278240306,300.0
473,37.76222156417708,-122.41649276279558,100.0
474,37.75488840691342,-122.410209105244,115.0
475,37.754269679299206,-122.42495016474292,84.0
476,37.75541584590404,-122.41812767622105,150.0
477,37.7568665552129,-122.41624018731962,285.0
478,37.7551067848281,-122.41514792903101,425.0
479,37.75385349934804,-122.41225353834089,1200.0
480,37.74850778962132,-122.41961909890239,350.0
481,37.756388774597234,-122.41512307506426,169.0
482,37.7605013739152,-122.42316861412606,195.0
483,37.761431737090305,-122.42067589315423,95.0
484,37.76470293485915,-122.42219732525211,149.0
485,37.755644666263265,-122.41141850828284,172.0
486,37.76676462000269,-122.41921213221657,190.0
487,37.77087774714802,-122.42348982899472,100.0
488,37.75418874631512,-122.41589749890807,290.0
489,37.76974153955212,-122.4238344144071,100.0
490,37.75569547327517,-122.41448641318068,249.0
491,37.76478009445897,-122.4068027100704,95.0
492,37.75147568512054,-122.40917674382113,75.0
493,37.75899436013724,-122.40754273834001,80.0
494,37.75504555788932,-122.4252385254675,1400.0
495,37.765379677067905,-122.41455707146659,195.0
496,37.764665382491145,-122.42470751478012,120.0
497,37.75649059781579,-122.41445433439344,90.0
498,37.75546545032322,-122.40895388738173,175.0
499,37.75270430583175,-122.4115170400978,210.0
500,37.76276673897784,-122.42382848662693,130.0
501,37.75932618600586,-122.41907068465494,200.0
502,37.752214766083135,-122.40717215031584,69.0
503,37.75805134542465,-122.42255492364585,450.0
504,37.76157686729471,-122.42292804260796,160.0
505,37.75900264514208,-122.42131774782291,135.0
506,37.75321807430979,-122.41386406258495,160.0
507,37.75979937518716,-122.42030131555676,250.0
508,37.75727525438632,-122.40848882925955,95.0
509,37.759479685521605,-122.41932829620112,200.0
510,37.758278123759354,-122.40941305010337,90.0
511,37.76986546454178,-122.42553173023174,350.0
512,37.7649530578097,-122.4228439183102,110.0
513,37.76515227015254,-122.40583777436768,125.0
514,37.75834500895708,-122.41174709856608,215.0
515,37.76354058355314,-122.42517150249384,110.0
516,37.76311059510354,-122.42052659294893,462.0
517,37.764489739583965,-122.4245924352952,122.0
518,37.75488403376368,-122.40769956788749,147.0
519,37.76805408784649,-122.42152377950225,150.0
520,37.76589579334844,-122.42331789922359,109.0
521,37.76094677061048,-122.40872263790625,120.0
522,37.76428759381807,-122.4127553500595,169.0
523,37.75710636359559,-122.4096269557379,70.0
524,37.749127177802265,-122.41573622151317,52.0
525,37.753359366976746,-122.417071449779,175.0
526,37.75742611949512,-122.40940991413066,500.0
527,37.7554152327436,-122.407026896259,107.0
528,37.758088365198844,-122.40949158710072,90.0
529,37.749132234166176,-122.41939636247785,145.0
530,37.765290847980005,-122.42378066288936,72.0
531,37.75817087166651,-122.42546167626027,350.0
532,37.75381650744725,-122.41462230939435,140.0
533,37.751758391305884,-122.42388448000192,800.0
534,37.75838136960053,-122.41814471224195,1666.0
535,37.754175680085154,-122.41170343905306,75.0
536,37.76103118101361,-122.42313126762929,129.0
537,37.766701260864664,-122.41992050804706,198.0
538,37.76867992238492,-122.42407424765646,80.0
539,37.76080781763597,-122.4247256740781,450.0
540,37.75729488117718,-122.42525159668727,209.0
541,37.74946383992307,-122.41029726294123,125.0
542,37.7661314821107,-122.42082903106366,200.0
543,37.75727662395475,-122.42097360813769,163.0
544,37.75056812978702,-122.41042661889843,116.0
545,37.76762597621482,-122.42329282093202,240.0
546,37.76206130413342,-122.42200737142957,119.0
547,37.75069843530189,-122.42157100382838,80.0
548,37.74996737178271,-122.41240869794197,89.0
549,37.752915822690134,-122.41874733897869,93.0
550,37.74964495982336,-122.42127937262454,130.0
551,37.75008134512552,-122.41840931234988,188.0
552,37.770992890054785,-122.42411516364429,115.0
553,37.767969668392425,-122.41975055494564,200.0
554,37.75992964063098,-122.42559158811338,154.0
555,37.75203194986454,-122.42254328944301,175.0
556,37.76791920228717,-122.42018755413932,200.0
557,37.76908910711109,-122.42170745428824,83.0
558,37.75016335625708,-122.41184712746562,315.0
559,37.758650340051844,-122.4252964472543,160.0
560,37.751335954183915,-122.42188321661104,450.0
561,37.7533923001397,-122.41369820303821,84.0
562,37.75806251788606,-122.4079352407454,150.0
563,37.7617145895631,-122.42202385551929,100.0
564,37.75967255119869,-122.41627696014581,110.0
565,37.759409687117156,-122.40841500255014,80.0
566,37.76025310771024,-122.40713176460177,95.0
567,37.762843310767735,-122.42443218151358,279.0
568,37.75530262150419,-122.42030729022042,76.0
569,37.75918889708064,-122.42236687240562,149.0
570,37.76361640679985,-122.42392654458877,60.0
571,37.757561836646666,-122.40730586078783,110.0
572,37.76470375348309,-122.42173871606548,165.0
573,37.76585747859396,-122.42432188706633,90.0
574,37.75971549670723,-122.42092524744525,500.0
575,37.75581651752641,-122.4242124931361,200.0
576,37.75882063686737,-122.4249975549764,210.0
577,37.75692306153435,-122.41407565165413,79.0
578,37.7512996879348,-122.41121127961793,119.0
579,37.7539335458531,-122.4172323165539,325.0
580,37.75792636445368,-122.4086789857624,69.0
581,37.75489854802626,-122.41245582906468,124.0
582,37.754457863301944,-122.42398901417927,299.0
583,37.755887481789706,-122.40936782882144,350.0
584,37.76621203811357,-122.4209072655929,500.0
585,37.76683393889368,-122.41996023930315,70.0
586,37.75564583171166,-122.42410345274868,490.0
587,37.751423446753094,-122.416466236031,126.0
588,37.75304330116614,-122.4169494332872,110.0
589,37.75712620047505,-122.4108266297655,295.0
590,37.75010638347406,-122.4168011594986,145.0
591,37.750946530996146,-122.40377942322341,140.0
592,37.75319371889724,-122.41606248429771,153.0
593,37.76148735392739,-122.40873808406342,103.0
594,37.75907107446106,-122.42021375740457,200.0
595,37.75061166711487,-122.40926703082886,90.0
596,37.75747195813836,-122.41467632122281,575.0
597,37.76815412807025,-122.42132279219078,450.0
598,37.767712194319095,-122.41836915352283,66.0
599,37.76004108632267,-122.4180926562412,125.0
600,37.76027055089019,-122.40892305150048,505.0
601,37.751534801192115,-122.41782142606588,208.0
602,37.77072275637261,-122.42367582212856,450.0
603,37.7532702351314,-122.40635591551352,195.0
604,37.76952587176636,-122.42178079345241,197.0
605,37.75088200805749,-122.40691081095304,140.0
606,37.758211162135844,-122.41968594944302,89.0
