,1 Room,2 Rooms,3 Rooms,4 Rooms
0,173.548204570185,289.50232018561485,411.9621212121212,500.5882352941176
1,178.56949152542373,399.65194805194807,450.5081433224756,701.4520547945206
2,84.35714285714286,494.09090909090907,766.5166666666667,793.8
3,81.78571428571429,,4422.25,936.2857142857143
